show_id;type;title;country;date_added;Description
s665;Movie;Babam ve OÄŸlum;Turkey;April 30, 2018;Dramas, International Movies Following Turkey's bloody coup of 1980, a widowed reporter returns to his Aegean hometown, bringing his son and a last wish for his estranged father.
s666;Movie;BabamÄ±n Ceketi;Turkey;April 17, 2020;Comedies, International Movies Facing pressure to marry immediately, an unemployed man must find a way to pay for a wedding by any means necessary.
s667;Movie;Babel;France, United States, Mexico;January 1, 2019;Dramas, Independent Movies When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.
s668;TV Show;Babies;United States;June 19, 2020;Docuseries, Science & Nature TV From nature to nurture, this docuseries explores the groundbreaking science that reveals how infants discover life during their very first year.
s669;TV Show;Baby;Italy;September 16, 2020;International TV Shows, TV Dramas, Teen TV Shows Fed up with their families and classmates, two teen girls from a wealthy part of Rome are drawn to the city's underworld and start leading double lives.
s670;TV Show;Baby Ballroom;United Kingdom;July 10, 2018;British TV Shows, International TV Shows, Reality TV Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.
s671;Movie;Baby Dolls;India;December 1, 2019;Comedies, International Movies, Romantic Movies When two sisters travel from Canada to Punjab to visit their maternal family, they discover an opportunity to mend a broken bond with their grandmother.
s672;Movie;Baby Mamas;South Africa;March 13, 2020;Comedies, Dramas, International Movies From surprise news to relationship blues, four coworkers in different stages of motherhood unite to support each other in their struggles with men.
s673;TV Show;Babylon Berlin;Germany;March 1, 2020;Crime TV Shows, International TV Shows, TV Dramas A Soviet freight train's hijacking leads a haunted cop and a poor typist to uncover a political conspiracy amid the vice and glamour of 1929 Berlin.
s674;Movie;Bachelor Girls;India;March 1, 2018;Documentaries, International Movies Through intimate interviews, this documentary explores the stigma facing independent women who seek housing in modern Mumbai.
s675;Movie;Back and Forth;Brazil;January 5, 2017;Comedies, Dramas, International Movies When their car breaks down en route to SÃ£o Paulo, a father and son accept a ride from four beautiful telemarketers who are headed there on holiday.
s676;Movie;Back of the Net;Australia;December 21, 2019;Children & Family Movies, Sports Movies An American science geek ready to spend a summer at sea accidentally ends up at an Australian soccer academy and is forced to kick it with the locals.
s677;TV Show;Back Street Girls -GOKUDOLS-;Japan;December 12, 2018;Anime Series, International TV Shows To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.
s678;TV Show;Back to 1989;Taiwan;December 1, 2016;International TV Shows, Romantic TV Shows, TV Comedies A young man who's learned nothing about his father from his single mom has a freak accident that sends him back to 1989, the year before he was born.
s679;Movie;Back to School;;August 30, 2019;Comedies, International Movies Eager to flaunt their success in front of old bullies and teenage crushes, two best friends spend a wild night at their middle school reunion.
s680;Movie;Back to the 90s;Thailand;January 1, 2019;Comedies, International Movies, Music & Musicals When a teenager is transported back to his parentsâ€™ high school days, he has the chance to alter the events that led to their unhappy marriage.
s681;TV Show;Back with the Ex;;January 11, 2019;International TV Shows, Reality TV, Romantic TV Shows New beginnings or old baggage? Four singles have one chance to reignite romance with an ex â€“ or leave the past behind for good.
s682;Movie;Backcountry;Canada;March 30, 2017;Horror Movies, Independent Movies, Thrillers A weekend hike for urbanites Alex and Jenn takes a dangerous turn when they become lost deep in the remote territory of a menacing bear.
s683;Movie;Backdraft 2;United States;May 14, 2019;Action & Adventure, Dramas In this sequel to the 1991 film, a determined fire investigator recruits an imprisoned arsonist to help untangle a web of fire, murder and corruption.
s684;Movie;Backfire;United States;April 5, 2019;Dramas, Independent Movies, Thrillers When two would-be robbers accidentally kill a made man, they find themselves on the run from the South Philly Italian mob.
s685;Movie;Backtrack;Australia, United Kingdom, United Arab Emirates, Canada;December 25, 2018;Dramas, Thrillers Haunted by visions of the dead, psychologist Peter returns home to confront a long-ago trauma. But will the trip exorcise or embolden the ghosts?
s686;TV Show;Bad Blood;Canada;May 31, 2019;Crime TV Shows, TV Dramas This sprawling crime drama follows the true story of the Rizzuto family and its associates, who presided over organized crime in Montreal for decades.
s687;TV Show;Bad Boy Billionaires: India;India;October 5, 2020;British TV Shows, Docuseries, International TV Shows This investigative docuseries explores the greed, fraud and corruption that built up â€” and ultimately brought down â€” Indiaâ€™s most infamous tycoons.
s688;Movie;Bad Boys;United States;October 1, 2019;Action & Adventure, Comedies In this fast-paced actioner, two Miami narcotics cops are hot on the trail of a master crook who has snatched $100 million worth of heroin.
s689;Movie;Bad Boys II;United States;October 1, 2019;Action & Adventure, Comedies In this hyperkinetic sequel, a pair of Miami narcotics cops investigate a Cuban drug kingpin's connection to Florida's influx of Ecstasy.
s690;Movie;Bad Day for the Cut;United Kingdom;January 18, 2018;Independent Movies, International Movies, Thrillers A mild-mannered, middle-aged Irish farmer devoted to his mother embarks on a violent quest for revenge when she's murdered in a home invasion.
s691;TV Show;Bad Education;United Kingdom; December 15, 2018;British TV Shows, TV Comedies A history teacher at the posh Abbey Grove, Alfie Wickers is something truly special: He's his school's, if not England's, single worst educator.
s692;Movie;Bad Genius;Thailand;June 1, 2018;Dramas, International Movies, Thrillers A top student gets pulled into a cheating racket with increasingly higher risks and even higher rewards. But she may lose much more than she gains.
s693;Movie;Bad Grandpa .5;United States;January 1, 2021;Comedies The geriatric antics of Irving Zisman continue in this next installment of the Jackass franchise, which features unused footage from the first film.
s694;TV Show;Bad Guys;South Korea;August 8, 2019;Crime TV Shows, International TV Shows, Korean TV Shows Reinstated to eradicate the worst crimes in the city, a detective requests the release of three convicts to enlist their help in catching the felons.
s695;TV Show;Bad Guys: Vile City;South Korea;March 8, 2018;Crime TV Shows, International TV Shows, Korean TV Shows Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.
s696;Movie;Bad Match;Singapore, United States;March 11, 2018;Thrillers A player who uses the internet to facilitate his womanizing ways is tormented when he spurns a persistent woman who won't take no for an answer.
s697;Movie;Bad Rap;United States, Canada;August 21, 2017;Documentaries, Music & Musicals Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.
s698;Movie;Bad Seeds;France, Belgium;December 21, 2018;Comedies, Dramas, International Movies Troubled by his past, a scam artist who runs a petty racket with his adoptive mom finds redemption while mentoring a group of difficult students.
s699;TV Show;Badalte Rishton Ki Dastaan;India;April 1, 2017;International TV Shows, TV Dramas When a man is killed, his wife and his lover â€“ both of whom are pregnant with his children â€“ come under the thumb of his brutal, dictatorial father.
s700;Movie;Badha;India;January 1, 2018;Dramas, International Movies A young woman who is suspected of practicing black magic and witchcraft is demonized and forced to live apart from her family.
s701;Movie;Badla;India;August 7, 2019;International Movies, Thrillers When a woman is accused of killing her lover, a renowned lawyer is hired â€“ but the more they try to  untangle the truth, the more convoluted it becomes.
s702;Movie;Badland;United States;March 26, 2020;Dramas A detective with a license to kill roams the Old West to wrangle Confederate war criminals and meets a pioneer woman who throws his journey off track.
s703;TV Show;Baewatch: Parental Guidance;;August 22, 2020;British TV Shows, Reality TV, Romantic TV Shows Couples go on a romantic getaway to test their relationships, not knowing their families are calling the shots and cringing over their every move.
s704;TV Show;BAKI;Japan;June 4, 2020;Anime Series, International TV Shows While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.
s705;TV Show;Bakugan: Armored Alliance;;November 6, 2020;Anime Series, Kids' TV Dan Kouzo and his crew of heroic brawlers battle both challengers and powerful, evil forces as they work to protect humans and the Bakugan.
s706;TV Show;Bakugan: Battle Planet;Japan, Canada, United States;November 6, 2020;Anime Series, Kids' TV Dan Kouzo and his pals bond with mysterious creatures known as Bakugan while fighting sinister forces out to control the world.
